Año;Mes;Precipitaciones;ISSP
2007;05;70.8149;0.435318308
2007;06;17.8917;0.451972074
2007;07;0.797601;0.329537872
2007;08;19.3448;0.454208007
2007;09;39.767;0.639709292
2007;10;51.4464;0.690865916
2007;11;52.6766;0.2963198
2007;12;13.32;-0.06153121
2008;01;49.8151;-0.052932179
2008;02;45.0446;-0.049014096
2008;03;11.8266;-0.194673742
2008;04;142.371;0.520140821
2008;05;77.3267;0.78608655
2008;06;7.19907;0.266647317
2008;07;5.92297;0.298844145
2008;08;0.00449046;0.259032105
2008;09;52.7795;0.555199886
2008;10;102.133;1.037427281
2008;11;26.3803;0.072679503
2008;12;54.1992;0.062490956
2009;01;71.2228;0.253154552
2009;02;50.1819;0.300763469
2009;03;31.3658;0.321277487
2009;04;38.7634;0.154947764
2009;05;10.2623;-0.149464405
2009;06;8.69418;-0.211032142
2009;07;0.500186;-0.224954085
2009;08;7.01675;-0.205129453
2009;09;48.4863;0.054526251
2009;10;39.0774;0.000489109
2009;11;11.4723;-0.394548821
2009;12;267.768;1.411586221
2010;01;133.06;2.128152313
2010;02;173.819;3.227249001
2010;03;90.4099;3.749911233
2010;04;86.176;3.986808122
2010;05;20.8039;0.126170648
2010;06;51.4734;0.428424342
2010;07;0.24012;0.324796703
2010;08;11.4433;0.382267504
2010;09;37.8723;0.551655067
2010;10;89.2127;0.924000093
2010;11;79.8598;1.110572537
2010;12;264.2;2.88636306
