Año;Mes;Precipitaciones;ISSP
1998;4;39.5319;-0.043812621
1998;5;97.8268;0.52011111
1998;6;14.9657;0.170623843
1998;7;0.481627;0.155259884
1998;8;2.47203;0.143011373
1998;9;43.8874;0.426361529
1998;10;8.54095;-0.189962068
1998;11;17.1101;-0.49824768
1998;12;32.9839;-0.716441798
1999;1;37.8334;-0.815681318
1999;2;22.2739;-1.090577353
1999;3;46.9926;-0.961504702
1999;4;20.5776;-1.256262279
1999;5;13.8683;-1.498695066
1999;6;5.81258;-1.588589385
1999;7;1.2588;-1.596489198
1999;8;1.64615;-1.616669648
1999;9;54.1094;-1.23514508
1999;10;170.629;-0.040986193
1999;11;25.5679;-0.268041171
1999;12;52.6921;-0.296953256
2000;1;16.9893;-0.59638425
2000;2;0.174908;-1.083524028
2000;3;21.0691;-1.203426563
2000;4;140.413;-0.347257721
2000;5;66.8711;-0.080639569
2000;6;0.834182;-0.218347554
2000;7;0.306726;-0.235391302
2000;8;0.581495;-0.265796941
2000;9;12.8999;-0.280057778
2000;10;57.587;-0.171579952
2000;11;81.9558;0.142927278
2000;12;163.09;1.174301717
2001;1;140.098;2.057234659
2001;2;38.4248;0.052830397
2001;3;134.691;1.024178415
2001;4;6.67463;-0.255675344
2001;5;54.6581;-0.10635362
2001;6;3.76061;-0.215955525
2001;7;0.437146;-0.23174669
2001;8;1.57515;-0.252609041
2001;9;56.7001;0.153797199
2001;10;99.6951;0.666690788
2001;11;60.1971;0.772222518
2001;12;61.9808;0.832521219
2002;1;37.388;0.069092274
2002;2;6.40374;-0.358224385
2002;3;94.5152;0.227266118
2002;4;84.5655;0.547062877
2002;5;22.5146;0.013217761
2002;6;10.2465;-0.034092182
2002;7;0.882992;-0.045601341
2002;8;2.9025;-0.05371552
2002;9;55.841;0.344439728
2002;10;42.4034;0.135260598
2002;11;127.724;0.889336024
2002;12;97.8667;1.294291065
2003;1;77.7586;1.57850224
2003;2;89.5496;1.949737319
2003;3;57.347;2.178255981
2003;4;53.5286;2.199967297
2003;5;13.8639;-0.069865528
2003;6;4.35432;-0.173765307
2003;7;0.169396;-0.192128004
2003;8;5.46821;-0.175600521
2003;9;27.2176;-0.052350913
2003;10;176.743;1.20052822
2003;11;86.0348;1.554211094
2003;12;82.3966;1.810587778
2004;1;25.9792;-0.040480434
2004;2;87.2945;0.309096152
2004;3;76.6569;0.723071483
2004;4;52.6661;0.736499153
2004;5;91.5198;1.239849022
2004;6;8.56582;0.109157941
2004;7;1.93748;0.107776325
2004;8;3.86392;0.108895842
2004;9;4.8067;0.016906073
2004;10;84.5379;0.384226468
2004;11;6.60578;-0.236561971
2004;12;38.1211;-0.405417253
2005;1;0.77627;-0.860561872
2005;2;48.3782;-0.884746277
2005;3;31.4761;-0.904697618
2005;4;15.4102;-1.24908408
2005;5;23.8238;-1.395901981
2005;6;2.13231;-1.52114245
2005;7;0.32308;-1.538029131
2005;8;0.330893;-1.570841608
2005;9;22.8898;-1.489157175
2005;10;85.4583;-1.112997048
2005;11;24.1393;-1.353772625
2005;12;45.367;-1.453036636
2006;1;74.152;-1.203464067
2006;2;55.8628;-1.155764672
2006;3;78.9045;-0.72020288
2006;4;43.5334;-0.794487737
2006;5;33.9635;-0.843921655
2006;6;18.9901;-0.807256077
2006;7;1.47643;-0.813065722
2006;8;20.248;-0.654589777
2006;9;34.9519;-0.457058193
2006;10;107.89;0.134541078
2006;11;84.9539;0.477842742
2006;12;32.4025;-0.051168498
2007;1;38.6937;-0.142145502
2007;2;61.1222;-0.043933634
2007;3;25.3978;-0.12226235
2007;4;73.3243;0.089571368
2007;5;84.6495;0.526937314
2007;6;4.99429;0.074856155
2007;7;0.103034;0.055856103
2007;8;9.07248;0.106999814
2007;9;49.9315;0.44839888
2007;10;39.2949;0.105405858
2007;11;61.8644;0.226950716
2007;12;12.2302;-0.244907852
2008;1;52.2739;-0.205457528
2008;2;45.2811;-0.259387186
2008;3;17.8893;-0.409829242
2008;4;155.77;0.593831718
2008;5;66.0414;0.852481242
2008;6;8.48754;0.108406122
2008;7;5.24055;0.138747941
2008;8;0.0631419;0.103363921
2008;9;51.893;0.46360168
2008;10;89.837;0.881815836
2008;11;51.9989;0.90861019
2008;12;64.5246;0.993340123
2009;1;83.7085;1.334695491
2009;2;77.1058;1.586417486
2009;3;63.7149;1.876094907
2009;4;41.3216;0.077082031
2009;5;8.78541;-0.214167986
2009;6;5.79224;-0.304257655
2009;7;0.160529;-0.322705513
2009;8;8.16432;-0.280283977
2009;9;37.3493;-0.059727219
2009;10;40.2438;-0.117817427
2009;11;24.0453;-0.359495802
2009;12;310.487;2.087512927
2010;1;142.864;2.997011162
2010;2;220.39;4.624867181
2010;3;99.8241;5.261345566
2010;4;49.9856;0.160293056
2010;5;23.4758;0.010132883
2010;6;38.0658;0.23000582
