Año;Mes;Precipitaciones;ISSP
2003;11;128.859;1.797285688
2003;12;169.065;2.306696187
2004;01;23.4625;-0.3147341
2004;02;98.4196;-0.09107241
2004;03;84.0846;0.189711055
2004;04;63.5368;0.275530146
2004;05;88.4223;0.667637324
2004;06;0.0653511;0.060182057
2004;07;0.187763;0.058602325
2004;08;2.0761;0.068650263
2004;09;0.62325;-0.058601471
2004;10;112.035;0.413948874
2004;11;11.9691;-0.340591702
2004;12;59.3612;-0.641290085
2005;01;0.326605;-1.224286827
2005;02;104.299;-0.957208645
2005;03;57.7938;-0.870569873
2005;04;7.90953;-1.195530952
2005;05;11.2266;-1.373476244
2005;06;0.116589;-1.410331199
2005;07;0.00333225;-1.413272861
2005;08;0.0689489;-1.418046753
2005;09;6.36299;-1.502913315
2005;10;87.6014;-1.21079315
2005;11;49.4685;-1.371885512
2005;12;48.4271;-1.753326872
2006;01;131.174;-1.37007963
2006;02;83.1254;-1.259358123
2006;03;90.2946;-0.932716847
2006;04;40.1978;-1.019244851
2006;05;12.1509;-1.19036464
2006;06;14.7011;-1.119520118
2006;07;1.40971;-1.112076369
2006;08;19.2787;-0.974995648
2006;09;35.893;-0.841797537
2006;10;136.975;-0.185077495
2006;11;105.466;0.067344279
2006;12;45.2951;-0.337225369
2007;01;117.614;-0.054112091
2007;02;80.0615;0.033984014
2007;03;30.3209;-0.082251138
2007;04;47.6161;-0.113998626
2007;05;73.806;0.170174329
2007;06;4.9071;0.095936003
2007;07;0.00208572;0.092985136
2007;08;10.2121;0.163113452
2007;09;59.4557;0.470310573
2007;10;37.7032;0.021061754
2007;11;49.1576;-0.142326452
2007;12;69.5913;-0.367480552
2008;01;87.9329;-0.303547674
2008;02;65.3432;-0.324139013
2008;03;35.5965;-0.40141644
2008;04;167.157;0.449587124
2008;05;48.1126;0.544026892
2008;06;0.0104878;0.059776918
2008;07;4.78856;0.092171821
2008;08;0.00246651;0.08690699
2008;09;85.2479;0.584566887
2008;10;224.431;1.887106694
2008;11;107.323;2.153241505
2008;12;117.62;2.282755853
2009;01;153.544;2.831194599
2009;02;118.475;3.202955604
2009;03;57.042;3.284042701
2009;04;59.6351;3.341049646
2009;05;9.17187;-0.095703089
2009;06;3.37258;-0.108514144
2009;07;0.0797039;-0.110891839
2009;08;3.27029;-0.092025393
2009;09;51.9295;0.159594424
2009;10;49.9733;0.173849483
2009;11;39.5965;-0.136576872
2009;12;440.372;2.376303064
2010;01;216.978;3.39317086
2010;02;338.169;5.387264553
2010;03;134.573;6.040880147
2010;04;39.2122;0.003609202
2010;05;30.0854;-0.035073081
2010;06;40.4613;0.225997913
2010;07;0.519239;0.226865969
2010;08;9.97889;0.295272144
